frame,time_sec,player_id,team,player_x_px,player_y_px,speed_px_s,ball_x_px,ball_y_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,team_confidence
159,6.36,P04,TEAM_B,836.5,127,12.5,,,827,93,846,127,0.807,0.86
159,6.36,P15,TEAM_B,944.5,132,25.0,,,931,98,958,132,0.456,0.854
160,6.4,P02,TEAM_B,885.5,198,0.0,,,873,152,898,198,0.895,0.843
160,6.4,P01,TEAM_A,297.5,151,0.0,,,286,116,309,151,0.895,0.578
160,6.4,P07,TEAM_B,786.5,282,0.0,,,768,225,805,282,0.895,0.568
160,6.4,P08,TEAM_A,909.5,268,0.0,,,894,224,925,268,0.894,1.0
160,6.4,P11,TEAM_A,749.0,275,0.0,,,731,225,767,275,0.873,0.87
160,6.4,P03,TEAM_A,773.5,171,0.0,,,762,125,785,171,0.873,1.0
160,6.4,P12,TEAM_B,1071.5,332,0.0,,,1058,301,1085,332,0.855,0.845
160,6.4,P04,TEAM_B,836.5,127,0.0,,,827,93,846,127,0.807,0.86
160,6.4,P15,TEAM_B,944.5,132,0.0,,,931,98,958,132,0.456,0.854
161,6.44,P02,TEAM_B,885.5,198,0.0,,,873,152,898,198,0.895,0.843
161,6.44,P01,TEAM_A,297.5,151,0.0,,,286,116,309,151,0.895,0.578
161,6.44,P07,TEAM_B,786.5,282,0.0,,,768,225,805,282,0.895,0.568
161,6.44,P08,TEAM_A,909.5,268,0.0,,,894,224,925,268,0.894,1.0
161,6.44,P11,TEAM_A,749.0,275,0.0,,,731,225,767,275,0.873,0.87
161,6.44,P03,TEAM_A,773.5,171,0.0,,,762,125,785,171,0.873,1.0
161,6.44,P12,TEAM_B,1071.5,332,0.0,,,1058,301,1085,332,0.855,0.845
161,6.44,P04,TEAM_B,836.5,127,0.0,,,827,93,846,127,0.807,0.86
161,6.44,P15,TEAM_B,944.5,132,0.0,,,931,98,958,132,0.456,0.854
162,6.48,P08,TEAM_A,908.0,270,62.5,,,893,224,923,270,0.901,1.0
162,6.48,P01,TEAM_A,299.5,151,50.0,,,287,115,312,151,0.9,0.58
162,6.48,P07,TEAM_A,791.5,284,134.63,,,773,231,810,284,0.893,0.59
162,6.48,P02,TEAM_B,886.5,197,35.36,,,874,150,899,197,0.892,0.711
162,6.48,P11,TEAM_A,745.0,278,125.0,,,728,227,762,278,0.887,0.872
162,6.48,P03,TEAM_A,767.0,171,162.5,,,755,124,779,171,0.872,1.0
162,6.48,P12,TEAM_B,1074.0,333,67.31,,,1060,303,1088,333,0.864,0.844
162,6.48,P04,TEAM_B,836.5,129,50.0,,,826,91,847,129,0.849,0.727
162,6.48,P15,TEAM_B,944.5,133,25.0,,,931,99,958,133,0.552,0.855
162,6.48,P13,TEAM_A,1043.0,266,24.41,,,1030,239,1056,266,0.402,0.571
163,6.52,P08,TEAM_A,908.0,270,0.0,,,893,224,923,270,0.901,1.0
163,6.52,P01,TEAM_A,299.5,151,0.0,,,287,115,312,151,0.9,0.58
163,6.52,P07,TEAM_A,791.5,284,0.0,,,773,231,810,284,0.893,0.59
163,6.52,P02,TEAM_B,886.5,197,0.0,,,874,150,899,197,0.892,0.711
163,6.52,P11,TEAM_A,745.0,278,0.0,,,728,227,762,278,0.887,0.872
163,6.52,P03,TEAM_A,767.0,171,0.0,,,755,124,779,171,0.872,1.0
163,6.52,P12,TEAM_B,1074.0,333,0.0,,,1060,303,1088,333,0.864,0.844
163,6.52,P04,TEAM_B,836.5,129,0.0,,,826,91,847,129,0.849,0.727
163,6.52,P15,TEAM_B,944.5,133,0.0,,,931,99,958,133,0.552,0.855
163,6.52,P13,TEAM_A,1043.0,266,0.0,,,1030,239,1056,266,0.402,0.571
164,6.56,P08,TEAM_A,908.0,270,0.0,,,893,224,923,270,0.901,1.0
164,6.56,P01,TEAM_A,299.5,151,0.0,,,287,115,312,151,0.9,0.58
164,6.56,P07,TEAM_A,791.5,284,0.0,,,773,231,810,284,0.893,0.59
164,6.56,P02,TEAM_B,886.5,197,0.0,,,874,150,899,197,0.892,0.711
164,6.56,P11,TEAM_A,745.0,278,0.0,,,728,227,762,278,0.887,0.872
164,6.56,P03,TEAM_A,767.0,171,0.0,,,755,124,779,171,0.872,1.0
164,6.56,P12,TEAM_B,1074.0,333,0.0,,,1060,303,1088,333,0.864,0.844
164,6.56,P04,TEAM_B,836.5,129,0.0,,,826,91,847,129,0.849,0.727
164,6.56,P15,TEAM_B,944.5,133,0.0,,,931,99,958,133,0.552,0.855
164,6.56,P13,TEAM_A,1043.0,266,0.0,,,1030,239,1056,266,0.402,0.571
165,6.6,P08,TEAM_A,905.5,270,62.5,,,889,225,922,270,0.903,1.0
165,6.6,P01,TEAM_A,300.5,151,25.0,,,288,115,313,151,0.899,0.583
165,6.6,P07,TEAM_A,797.0,284,137.5,,,780,235,814,284,0.896,0.7
165,6.6,P02,TEAM_B,886.0,197,12.5,,,874,149,898,197,0.889,0.846
165,6.6,P03,TEAM_A,764.0,168,106.07,,,754,121,774,168,0.887,1.0
165,6.6,P11,TEAM_A,741.5,279,91.0,,,724,229,759,279,0.887,0.869
165,6.6,P12,TEAM_B,1076.5,335,80.04,,,1062,304,1091,335,0.877,0.708
165,6.6,P04,TEAM_A,835.0,129,37.5,,,826,92,844,129,0.857,0.581
165,6.6,P15,TEAM_B,944.5,132,25.0,,,931,97,958,132,0.5,0.854
165,6.6,P13,TEAM_B,1044.0,270,103.08,,,1031,240,1057,270,0.385,0.571
166,6.64,P08,TEAM_A,905.5,270,0.0,,,889,225,922,270,0.903,1.0
166,6.64,P01,TEAM_A,300.5,151,0.0,,,288,115,313,151,0.899,0.583
166,6.64,P07,TEAM_A,797.0,284,0.0,,,780,235,814,284,0.896,0.7
166,6.64,P02,TEAM_B,886.0,197,0.0,,,874,149,898,197,0.889,0.846
166,6.64,P03,TEAM_A,764.0,168,0.0,,,754,121,774,168,0.887,1.0
166,6.64,P11,TEAM_A,741.5,279,0.0,,,724,229,759,279,0.887,0.869
166,6.64,P12,TEAM_B,1076.5,335,0.0,,,1062,304,1091,335,0.877,0.708
166,6.64,P04,TEAM_A,835.0,129,0.0,,,826,92,844,129,0.857,0.581
166,6.64,P15,TEAM_B,944.5,132,0.0,,,931,97,958,132,0.5,0.854
166,6.64,P13,TEAM_B,1044.0,270,0.0,,,1031,240,1057,270,0.385,0.571
167,6.68,P08,TEAM_A,905.5,270,0.0,,,889,225,922,270,0.903,1.0
167,6.68,P01,TEAM_A,300.5,151,0.0,,,288,115,313,151,0.899,0.583
167,6.68,P07,TEAM_A,797.0,284,0.0,,,780,235,814,284,0.896,0.7
167,6.68,P02,TEAM_B,886.0,197,0.0,,,874,149,898,197,0.889,0.846
167,6.68,P03,TEAM_A,764.0,168,0.0,,,754,121,774,168,0.887,1.0
167,6.68,P11,TEAM_A,741.5,279,0.0,,,724,229,759,279,0.887,0.869
167,6.68,P12,TEAM_B,1076.5,335,0.0,,,1062,304,1091,335,0.877,0.708
167,6.68,P04,TEAM_A,835.0,129,0.0,,,826,92,844,129,0.857,0.581
167,6.68,P15,TEAM_B,944.5,132,0.0,,,931,97,958,132,0.5,0.854
167,6.68,P13,TEAM_B,1044.0,270,0.0,,,1031,240,1057,270,0.385,0.571
168,6.72,P07,TEAM_A,799.5,300,404.85,,,782,241,817,300,0.908,0.561
168,6.72,P11,TEAM_A,734.5,279,175.0,,,713,230,756,279,0.903,1.0
168,6.72,P08,TEAM_A,898.5,271,176.78,,,879,226,918,271,0.901,1.0
168,6.72,P01,TEAM_A,301.0,151,12.5,,,289,115,313,151,0.895,0.582
168,6.72,P04,TEAM_A,830.0,129,125.0,,,816,91,844,129,0.888,0.57
168,6.72,P02,TEAM_B,885.5,195,51.54,,,875,147,896,195,0.874,0.84
168,6.72,P12,TEAM_B,1079.5,336,79.06,,,1066,307,1093,336,0.866,0.707
168,6.72,P03,TEAM_A,758.0,164,180.28,,,747,120,769,164,0.865,1.0
168,6.72,P13,TEAM_B,1045.5,270,37.5,,,1032,241,1059,270,0.375,0.713
168,6.72,P15,TEAM_B,944.5,132,0.0,,,931,98,958,132,0.352,0.854
169,6.76,P07,TEAM_A,799.5,300,0.0,,,782,241,817,300,0.908,0.561
169,6.76,P11,TEAM_A,734.5,279,0.0,,,713,230,756,279,0.903,1.0
169,6.76,P08,TEAM_A,898.5,271,0.0,,,879,226,918,271,0.901,1.0
169,6.76,P01,TEAM_A,301.0,151,0.0,,,289,115,313,151,0.895,0.582
169,6.76,P04,TEAM_A,830.0,129,0.0,,,816,91,844,129,0.888,0.57
169,6.76,P02,TEAM_B,885.5,195,0.0,,,875,147,896,195,0.874,0.84
169,6.76,P12,TEAM_B,1079.5,336,0.0,,,1066,307,1093,336,0.866,0.707
169,6.76,P03,TEAM_A,758.0,164,0.0,,,747,120,769,164,0.865,1.0
169,6.76,P13,TEAM_B,1045.5,270,0.0,,,1032,241,1059,270,0.375,0.713
169,6.76,P15,TEAM_B,944.5,132,0.0,,,931,98,958,132,0.352,0.854
170,6.8,P07,TEAM_A,799.5,300,0.0,,,782,241,817,300,0.908,0.561
170,6.8,P11,TEAM_A,734.5,279,0.0,,,713,230,756,279,0.903,1.0
170,6.8,P08,TEAM_A,898.5,271,0.0,,,879,226,918,271,0.901,1.0
170,6.8,P01,TEAM_A,301.0,151,0.0,,,289,115,313,151,0.895,0.582
170,6.8,P04,TEAM_A,830.0,129,0.0,,,816,91,844,129,0.888,0.57
170,6.8,P02,TEAM_B,885.5,195,0.0,,,875,147,896,195,0.874,0.84
170,6.8,P12,TEAM_B,1079.5,336,0.0,,,1066,307,1093,336,0.866,0.707
170,6.8,P03,TEAM_A,758.0,164,0.0,,,747,120,769,164,0.865,1.0
170,6.8,P13,TEAM_B,1045.5,270,0.0,,,1032,241,1059,270,0.375,0.713
170,6.8,P15,TEAM_B,944.5,132,0.0,,,931,98,958,132,0.352,0.854
171,6.84,P11,TEAM_A,730.5,285,180.28,,,709,232,752,285,0.914,0.869
171,6.84,P07,TEAM_B,802.0,305,139.75,,,783,247,821,305,0.913,0.595
171,6.84,P08,TEAM_A,895.5,271,75.0,,,877,227,914,271,0.898,1.0
171,6.84,P01,TEAM_A,302.0,150,35.36,,,290,114,314,150,0.892,0.581
171,6.84,P03,TEAM_A,751.5,163,164.41,,,737,118,766,163,0.888,0.72
171,6.84,P12,TEAM_B,1082.5,339,106.07,,,1069,309,1096,339,0.873,0.709
171,6.84,P02,TEAM_B,884.5,192,79.06,,,875,146,894,192,0.868,0.846
171,6.84,P04,TEAM_A,817.0,126,333.54,,,806,94,828,126,0.785,0.726
171,6.84,P14,TEAM_B,833.5,123,51.09,,,822,91,845,123,0.782,0.574
171,6.84,P13,TEAM_B,1047.0,271,45.07,,,1034,242,1060,271,0.455,0.715
171,6.84,P15,TEAM_B,944.5,133,25.0,,,931,99,958,133,0.426,0.855
172,6.88,P11,TEAM_A,730.5,285,0.0,,,709,232,752,285,0.914,0.869
172,6.88,P07,TEAM_B,802.0,305,0.0,,,783,247,821,305,0.913,0.595
172,6.88,P08,TEAM_A,895.5,271,0.0,,,877,227,914,271,0.898,1.0
172,6.88,P01,TEAM_A,302.0,150,0.0,,,290,114,314,150,0.892,0.581
172,6.88,P03,TEAM_A,751.5,163,0.0,,,737,118,766,163,0.888,0.72
172,6.88,P12,TEAM_B,1082.5,339,0.0,,,1069,309,1096,339,0.873,0.709
172,6.88,P02,TEAM_B,884.5,192,0.0,,,875,146,894,192,0.868,0.846
172,6.88,P04,TEAM_A,817.0,126,0.0,,,806,94,828,126,0.785,0.726
172,6.88,P14,TEAM_B,833.5,123,0.0,,,822,91,845,123,0.782,0.574
172,6.88,P13,TEAM_B,1047.0,271,0.0,,,1034,242,1060,271,0.455,0.715
172,6.88,P15,TEAM_B,944.5,133,0.0,,,931,99,958,133,0.426,0.855
173,6.92,P11,TEAM_A,730.5,285,0.0,,,709,232,752,285,0.914,0.869
173,6.92,P07,TEAM_B,802.0,305,0.0,,,783,247,821,305,0.913,0.595
173,6.92,P08,TEAM_A,895.5,271,0.0,,,877,227,914,271,0.898,1.0
173,6.92,P01,TEAM_A,302.0,150,0.0,,,290,114,314,150,0.892,0.581
173,6.92,P03,TEAM_A,751.5,163,0.0,,,737,118,766,163,0.888,0.72
173,6.92,P12,TEAM_B,1082.5,339,0.0,,,1069,309,1096,339,0.873,0.709
173,6.92,P02,TEAM_B,884.5,192,0.0,,,875,146,894,192,0.868,0.846
173,6.92,P04,TEAM_A,817.0,126,0.0,,,806,94,828,126,0.785,0.726
173,6.92,P14,TEAM_B,833.5,123,0.0,,,822,91,845,123,0.782,0.574
173,6.92,P13,TEAM_B,1047.0,271,0.0,,,1034,242,1060,271,0.455,0.715
173,6.92,P15,TEAM_B,944.5,133,0.0,,,931,99,958,133,0.426,0.855
174,6.96,P07,TEAM_A,806.0,307,111.8,,,788,253,824,307,0.91,0.542
174,6.96,P11,TEAM_A,727.5,289,125.0,,,708,234,747,289,0.907,0.862
174,6.96,P08,TEAM_A,893.5,270,55.9,,,877,225,910,270,0.904,1.0
174,6.96,P01,TEAM_A,302.5,151,27.95,,,291,114,314,151,0.895,0.72
174,6.96,P12,TEAM_B,1084.5,343,111.8,,,1071,311,1098,343,0.876,0.71
174,6.96,P03,TEAM_A,746.5,161,134.63,,,735,117,758,161,0.87,1.0
174,6.96,P02,TEAM_B,882.5,188,111.8,,,873,142,892,188,0.862,0.849
174,6.96,P14,TEAM_B,834.0,119,100.78,,,824,88,844,119,0.805,0.723
174,6.96,P04,TEAM_A,807.0,126,250.0,,,799,94,815,126,0.795,0.73
174,6.96,P15,TEAM_B,944.5,132,25.0,,,931,98,958,132,0.455,0.854
175,7.0,P07,TEAM_A,806.0,307,0.0,,,788,253,824,307,0.91,0.542
175,7.0,P11,TEAM_A,727.5,289,0.0,,,708,234,747,289,0.907,0.862
175,7.0,P08,TEAM_A,893.5,270,0.0,,,877,225,910,270,0.904,1.0
175,7.0,P01,TEAM_A,302.5,151,0.0,,,291,114,314,151,0.895,0.72
175,7.0,P12,TEAM_B,1084.5,343,0.0,,,1071,311,1098,343,0.876,0.71
175,7.0,P03,TEAM_A,746.5,161,0.0,,,735,117,758,161,0.87,1.0
175,7.0,P02,TEAM_B,882.5,188,0.0,,,873,142,892,188,0.862,0.849
175,7.0,P14,TEAM_B,834.0,119,0.0,,,824,88,844,119,0.805,0.723
175,7.0,P04,TEAM_A,807.0,126,0.0,,,799,94,815,126,0.795,0.73
175,7.0,P15,TEAM_B,944.5,132,0.0,,,931,98,958,132,0.455,0.854
176,7.04,P07,TEAM_A,806.0,307,0.0,,,788,253,824,307,0.91,0.542
176,7.04,P11,TEAM_A,727.5,289,0.0,,,708,234,747,289,0.907,0.862
176,7.04,P08,TEAM_A,893.5,270,0.0,,,877,225,910,270,0.904,1.0
176,7.04,P01,TEAM_A,302.5,151,0.0,,,291,114,314,151,0.895,0.72
176,7.04,P12,TEAM_B,1084.5,343,0.0,,,1071,311,1098,343,0.876,0.71
176,7.04,P03,TEAM_A,746.5,161,0.0,,,735,117,758,161,0.87,1.0
176,7.04,P02,TEAM_B,882.5,188,0.0,,,873,142,892,188,0.862,0.849
176,7.04,P14,TEAM_B,834.0,119,0.0,,,824,88,844,119,0.805,0.723
176,7.04,P04,TEAM_A,807.0,126,0.0,,,799,94,815,126,0.795,0.73
176,7.04,P15,TEAM_B,944.5,132,0.0,,,931,98,958,132,0.455,0.854
177,7.08,P11,TEAM_A,726.0,289,37.5,,,708,236,744,289,0.918,0.867
177,7.08,P07,TEAM_B,809.5,308,91.0,,,791,257,828,308,0.911,0.596
177,7.08,P08,TEAM_A,891.5,270,50.0,,,876,223,907,270,0.907,1.0
177,7.08,P01,TEAM_A,303.0,151,12.5,,,292,114,314,151,0.895,0.72
177,7.08,P03,TEAM_A,744.0,160,67.31,,,734,114,754,160,0.873,1.0
177,7.08,P02,TEAM_B,879.0,184,132.88,,,869,140,889,184,0.868,0.72
177,7.08,P14,TEAM_B,834.0,119,0.0,,,824,87,844,119,0.804,0.864
177,7.08,P04,TEAM_A,799.0,126,200.0,,,791,91,807,126,0.8,0.861
177,7.08,P15,TEAM_B,944.0,133,27.95,,,931,99,957,133,0.45,0.855
178,7.12,P11,TEAM_A,726.0,289,0.0,,,708,236,744,289,0.918,0.867
178,7.12,P07,TEAM_B,809.5,308,0.0,,,791,257,828,308,0.911,0.596
178,7.12,P08,TEAM_A,891.5,270,0.0,,,876,223,907,270,0.907,1.0
178,7.12,P01,TEAM_A,303.0,151,0.0,,,292,114,314,151,0.895,0.72
178,7.12,P03,TEAM_A,744.0,160,0.0,,,734,114,754,160,0.873,1.0
178,7.12,P02,TEAM_B,879.0,184,0.0,,,869,140,889,184,0.868,0.72
178,7.12,P14,TEAM_B,834.0,119,0.0,,,824,87,844,119,0.804,0.864
178,7.12,P04,TEAM_A,799.0,126,0.0,,,791,91,807,126,0.8,0.861
178,7.12,P15,TEAM_B,944.0,133,0.0,,,931,99,957,133,0.45,0.855
179,7.16,P11,TEAM_A,726.0,289,0.0,,,708,236,744,289,0.918,0.867
179,7.16,P07,TEAM_B,809.5,308,0.0,,,791,257,828,308,0.911,0.596
179,7.16,P08,TEAM_A,891.5,270,0.0,,,876,223,907,270,0.907,1.0
179,7.16,P01,TEAM_A,303.0,151,0.0,,,292,114,314,151,0.895,0.72
179,7.16,P03,TEAM_A,744.0,160,0.0,,,734,114,754,160,0.873,1.0
179,7.16,P02,TEAM_B,879.0,184,0.0,,,869,140,889,184,0.868,0.72
179,7.16,P14,TEAM_B,834.0,119,0.0,,,824,87,844,119,0.804,0.864
179,7.16,P04,TEAM_A,799.0,126,0.0,,,791,91,807,126,0.8,0.861
179,7.16,P15,TEAM_B,944.0,133,0.0,,,931,99,957,133,0.45,0.855
180,7.2,P07,TEAM_B,812.5,317,237.17,,,793,264,832,317,0.907,1.0
180,7.2,P11,TEAM_A,725.0,291,55.9,,,709,237,741,291,0.907,0.866
180,7.2,P01,TEAM_A,303.0,150,25.0,,,292,114,314,150,0.895,0.721
180,7.2,P08,TEAM_A,885.5,271,152.07,,,869,222,902,271,0.893,1.0
180,7.2,P03,TEAM_A,740.0,159,103.08,,,729,112,751,159,0.882,1.0
180,7.2,P02,TEAM_B,874.0,175,257.39,,,865,139,883,175,0.834,0.707
180,7.2,P04,TEAM_A,786.5,125,313.5,,,778,91,795,125,0.829,0.861
180,7.2,P14,TEAM_B,834.0,118,25.0,,,824,85,844,118,0.818,0.863
180,7.2,P15,TEAM_B,944.0,132,25.0,,,931,98,957,132,0.431,0.854
181,7.24,P07,TEAM_B,812.5,317,0.0,,,793,264,832,317,0.907,1.0
181,7.24,P11,TEAM_A,725.0,291,0.0,,,709,237,741,291,0.907,0.866
181,7.24,P01,TEAM_A,303.0,150,0.0,,,292,114,314,150,0.895,0.721
181,7.24,P08,TEAM_A,885.5,271,0.0,,,869,222,902,271,0.893,1.0
181,7.24,P03,TEAM_A,740.0,159,0.0,,,729,112,751,159,0.882,1.0
181,7.24,P02,TEAM_B,874.0,175,0.0,,,865,139,883,175,0.834,0.707
181,7.24,P04,TEAM_A,786.5,125,0.0,,,778,91,795,125,0.829,0.861
181,7.24,P14,TEAM_B,834.0,118,0.0,,,824,85,844,118,0.818,0.863
181,7.24,P15,TEAM_B,944.0,132,0.0,,,931,98,957,132,0.431,0.854
182,7.28,P07,TEAM_B,812.5,317,0.0,,,793,264,832,317,0.907,1.0
182,7.28,P11,TEAM_A,725.0,291,0.0,,,709,237,741,291,0.907,0.866
182,7.28,P01,TEAM_A,303.0,150,0.0,,,292,114,314,150,0.895,0.721
182,7.28,P08,TEAM_A,885.5,271,0.0,,,869,222,902,271,0.893,1.0
182,7.28,P03,TEAM_A,740.0,159,0.0,,,729,112,751,159,0.882,1.0
182,7.28,P02,TEAM_B,874.0,175,0.0,,,865,139,883,175,0.834,0.707
182,7.28,P04,TEAM_A,786.5,125,0.0,,,778,91,795,125,0.829,0.861
182,7.28,P14,TEAM_B,834.0,118,0.0,,,824,85,844,118,0.818,0.863
182,7.28,P15,TEAM_B,944.0,132,0.0,,,931,98,957,132,0.431,0.854
183,7.32,P07,TEAM_B,816.0,327,264.87,,,795,270,837,327,0.913,0.694
183,7.32,P11,TEAM_A,724.0,299,201.56,,,708,240,740,299,0.908,1.0
183,7.32,P01,TEAM_A,303.0,150,0.0,,,292,114,314,150,0.896,0.721
183,7.32,P08,TEAM_A,879.0,269,170.02,,,861,219,897,269,0.888,1.0
183,7.32,P03,TEAM_A,734.0,157,158.11,,,721,111,747,157,0.887,0.865
183,7.32,P02,TEAM_B,868.0,170,195.26,,,858,135,878,170,0.854,0.861
183,7.32,P04,TEAM_A,775.5,127,279.51,,,767,89,784,127,0.83,1.0
183,7.32,P14,TEAM_B,834.0,116,50.0,,,824,83,844,116,0.803,0.844
184,7.36,P07,TEAM_B,816.0,327,0.0,,,795,270,837,327,0.913,0.694
184,7.36,P11,TEAM_A,724.0,299,0.0,,,708,240,740,299,0.908,1.0
184,7.36,P01,TEAM_A,303.0,150,0.0,,,292,114,314,150,0.896,0.721
184,7.36,P08,TEAM_A,879.0,269,0.0,,,861,219,897,269,0.888,1.0
184,7.36,P03,TEAM_A,734.0,157,0.0,,,721,111,747,157,0.887,0.865
184,7.36,P02,TEAM_B,868.0,170,0.0,,,858,135,878,170,0.854,0.861
184,7.36,P04,TEAM_A,775.5,127,0.0,,,767,89,784,127,0.83,1.0
184,7.36,P14,TEAM_B,834.0,116,0.0,,,824,83,844,116,0.803,0.844
185,7.4,P07,TEAM_B,816.0,327,0.0,,,795,270,837,327,0.913,0.694
185,7.4,P11,TEAM_A,724.0,299,0.0,,,708,240,740,299,0.908,1.0
185,7.4,P01,TEAM_A,303.0,150,0.0,,,292,114,314,150,0.896,0.721
185,7.4,P08,TEAM_A,879.0,269,0.0,,,861,219,897,269,0.888,1.0
185,7.4,P03,TEAM_A,734.0,157,0.0,,,721,111,747,157,0.887,0.865
185,7.4,P02,TEAM_B,868.0,170,0.0,,,858,135,878,170,0.854,0.861
185,7.4,P04,TEAM_A,775.5,127,0.0,,,767,89,784,127,0.83,1.0
185,7.4,P14,TEAM_B,834.0,116,0.0,,,824,83,844,116,0.803,0.844
186,7.44,P11,TEAM_A,724.0,302,75.0,,,708,242,740,302,0.903,1.0
186,7.44,P08,TEAM_A,876.5,264,139.75,,,859,217,894,264,0.898,1.0
186,7.44,P01,TEAM_A,303.0,150,0.0,,,292,113,314,150,0.897,0.582
186,7.44,P07,TEAM_B,821.5,328,139.75,,,802,275,841,328,0.896,0.837
186,7.44,P03,TEAM_A,732.5,155,62.5,,,720,109,745,155,0.884,1.0
186,7.44,P04,TEAM_A,765.5,125,254.95,,,755,85,776,125,0.85,0.862
186,7.44,P02,TEAM_B,863.0,169,127.48,,,853,133,873,169,0.835,0.725
186,7.44,P14,TEAM_B,833.5,115,27.95,,,824,83,843,115,0.815,0.847
187,7.48,P11,TEAM_A,724.0,302,0.0,,,708,242,740,302,0.903,1.0
187,7.48,P08,TEAM_A,876.5,264,0.0,,,859,217,894,264,0.898,1.0
187,7.48,P01,TEAM_A,303.0,150,0.0,,,292,113,314,150,0.897,0.582
187,7.48,P07,TEAM_B,821.5,328,0.0,,,802,275,841,328,0.896,0.837
187,7.48,P03,TEAM_A,732.5,155,0.0,,,720,109,745,155,0.884,1.0
187,7.48,P04,TEAM_A,765.5,125,0.0,,,755,85,776,125,0.85,0.862
187,7.48,P02,TEAM_B,863.0,169,0.0,,,853,133,873,169,0.835,0.725
187,7.48,P14,TEAM_B,833.5,115,0.0,,,824,83,843,115,0.815,0.847
188,7.52,P11,TEAM_A,724.0,302,0.0,,,708,242,740,302,0.903,1.0
188,7.52,P08,TEAM_A,876.5,264,0.0,,,859,217,894,264,0.898,1.0
188,7.52,P01,TEAM_A,303.0,150,0.0,,,292,113,314,150,0.897,0.582
188,7.52,P07,TEAM_B,821.5,328,0.0,,,802,275,841,328,0.896,0.837
188,7.52,P03,TEAM_A,732.5,155,0.0,,,720,109,745,155,0.884,1.0
188,7.52,P04,TEAM_A,765.5,125,0.0,,,755,85,776,125,0.85,0.862
188,7.52,P02,TEAM_B,863.0,169,0.0,,,853,133,873,169,0.835,0.725
188,7.52,P14,TEAM_B,833.5,115,0.0,,,824,83,843,115,0.815,0.847
189,7.56,P11,TEAM_A,722.0,302,50.0,,,705,245,739,302,0.907,1.0
189,7.56,P07,TEAM_B,827.0,331,156.62,,,808,281,846,331,0.899,0.863
189,7.56,P08,TEAM_A,871.0,261,156.62,,,852,215,890,261,0.899,1.0
189,7.56,P01,TEAM_A,302.5,150,12.5,,,291,114,314,150,0.895,0.719
189,7.56,P03,TEAM_A,728.0,151,150.52,,,717,107,739,151,0.872,1.0
189,7.56,P02,TEAM_B,857.5,166,156.62,,,848,133,867,166,0.867,0.728
189,7.56,P04,TEAM_A,755.5,122,261.01,,,747,86,764,122,0.828,0.725
189,7.56,P14,TEAM_B,833.5,114,25.0,,,823,82,844,114,0.824,0.848
189,7.56,P15,TEAM_B,944.0,131,3.57,,,931,98,957,131,0.446,0.854
190,7.6,P11,TEAM_A,722.0,302,0.0,,,705,245,739,302,0.907,1.0
190,7.6,P07,TEAM_B,827.0,331,0.0,,,808,281,846,331,0.899,0.863
190,7.6,P08,TEAM_A,871.0,261,0.0,,,852,215,890,261,0.899,1.0
190,7.6,P01,TEAM_A,302.5,150,0.0,,,291,114,314,150,0.895,0.719
190,7.6,P03,TEAM_A,728.0,151,0.0,,,717,107,739,151,0.872,1.0
190,7.6,P02,TEAM_B,857.5,166,0.0,,,848,133,867,166,0.867,0.728
190,7.6,P04,TEAM_A,755.5,122,0.0,,,747,86,764,122,0.828,0.725
190,7.6,P14,TEAM_B,833.5,114,0.0,,,823,82,844,114,0.824,0.848
190,7.6,P15,TEAM_B,944.0,131,0.0,,,931,98,957,131,0.446,0.854
191,7.64,P11,TEAM_A,722.0,302,0.0,,,705,245,739,302,0.907,1.0
191,7.64,P07,TEAM_B,827.0,331,0.0,,,808,281,846,331,0.899,0.863
191,7.64,P08,TEAM_A,871.0,261,0.0,,,852,215,890,261,0.899,1.0
191,7.64,P01,TEAM_A,302.5,150,0.0,,,291,114,314,150,0.895,0.719
191,7.64,P03,TEAM_A,728.0,151,0.0,,,717,107,739,151,0.872,1.0
191,7.64,P02,TEAM_B,857.5,166,0.0,,,848,133,867,166,0.867,0.728
191,7.64,P04,TEAM_A,755.5,122,0.0,,,747,86,764,122,0.828,0.725
191,7.64,P14,TEAM_B,833.5,114,0.0,,,823,82,844,114,0.824,0.848
191,7.64,P15,TEAM_B,944.0,131,0.0,,,931,98,957,131,0.446,0.854
192,7.68,P11,TEAM_A,719.5,302,62.5,,,700,247,739,302,0.91,1.0
192,7.68,P07,TEAM_B,828.5,344,327.16,,,808,286,849,344,0.905,0.862
192,7.68,P01,TEAM_A,302.0,150,12.5,,,290,114,314,150,0.895,0.581
192,7.68,P08,TEAM_A,866.5,259,123.11,,,847,214,886,259,0.888,1.0
192,7.68,P03,TEAM_A,723.5,149,123.11,,,710,105,737,149,0.878,0.858
192,7.68,P02,TEAM_B,852.0,165,139.75,,,841,129,863,165,0.858,0.862
192,7.68,P04,TEAM_A,748.5,123,176.78,,,740,84,757,123,0.839,1.0
192,7.68,P14,TEAM_B,834.0,113,27.95,,,823,81,845,113,0.825,0.845
193,7.72,P11,TEAM_A,719.5,302,0.0,,,700,247,739,302,0.91,1.0
193,7.72,P07,TEAM_B,828.5,344,0.0,,,808,286,849,344,0.905,0.862
193,7.72,P01,TEAM_A,302.0,150,0.0,,,290,114,314,150,0.895,0.581
193,7.72,P08,TEAM_A,866.5,259,0.0,,,847,214,886,259,0.888,1.0
